passenger_name;city;total_amount
SERGEY NIKOLAEV;Birmingham;1122.16
SERGEY NIKOLAEV;Charleston;1004.64
SERGEY NIKOLAEV;Chicago;385.84
SERGEY NIKOLAEV;Chicago;772.72
SERGEY NIKOLAEV;Daytona Beach;506.48
SERGEY NIKOLAEV;Fargo;261.04
SERGEY NIKOLAEV;Fargo;693.68
SERGEY NIKOLAEV;Galveston;100.88
SERGEY NIKOLAEV;Houston;359.84
SERGEY NIKOLAEV;Las Vegas;281.84
SERGEY NIKOLAEV;Little Rock;432.64
SERGEY NIKOLAEV;Los Angeles;1747.20
SERGEY NIKOLAEV;Los Angeles;3937.44
SERGEY NIKOLAEV;Newport;1137.76
SERGEY NIKOLAEV;Palm Springs;3654.56
SERGEY NIKOLAEV;Richmond;243.36
SERGEY NIKOLAEV;Richmond;255.84
SERGEY NIKOLAEV;San Diego;243.36
SERGEY NIKOLAEV;Tucson;573.04
SERGEY NIKOLAEV;Tucumcari;3459.04
SERGEY NOVIKOV;Alamogordo;344.24
SERGEY NOVIKOV;Alamogordo;687.44
SERGEY NOVIKOV;Albany;1262.56
SERGEY NOVIKOV;Birmingham;2557.36
SERGEY NOVIKOV;Chicago;1158.56
SERGEY NOVIKOV;Chicago;1542.32
SERGEY NOVIKOV;Fargo;606.32
SERGEY NOVIKOV;Las Vegas;388.96
SERGEY NOVIKOV;Las Vegas;404.56
SERGEY NOVIKOV;Los Angeles;1286.48
SERGEY NOVIKOV;Los Angeles;2163.20
SERGEY NOVIKOV;Los Angeles;2776.80
SERGEY NOVIKOV;Millville;1542.32
SERGEY NOVIKOV;Mojave;1979.12
SERGEY NOVIKOV;Nashville;1934.40
SERGEY NOVIKOV;Palm Springs;5481.84
SERGEY NOVIKOV;Palm Springs;5675.28
SERGEY NOVIKOV;San Bernardino;1341.60
SERGEY NOVIKOV;San Bernardino;1937.52
SERGEY ORLOV;Alamogordo;689.52
SERGEY ORLOV;Charleston;2049.84
SERGEY ORLOV;Chicago;1928.16
SERGEY ORLOV;Fargo;547.04
SERGEY ORLOV;Hillsboro;433.68
SERGEY ORLOV;Indianapolis;668.72
SERGEY ORLOV;Richmond;243.36
SERGEY ORLOV;Ruidoso;157.04
SERGEY ORLOV;Tucumcari;2593.76
SERGEY OSIPOV;Alamogordo;687.44
SERGEY OSIPOV;Charleston;1004.64
SERGEY OSIPOV;Daytona Beach;368.16
SERGEY OSIPOV;Denver;2978.56
SERGEY OSIPOV;Fargo;1321.84
SERGEY OSIPOV;Grand Junction;932.88
SERGEY OSIPOV;Los Angeles;1119.04
SERGEY OSIPOV;Palm Springs;1827.28
SERGEY OSIPOV;Venice;524.16
SERGEY PAVLOV;Alamogordo;706.16
SERGEY PAVLOV;Alamogordo;1032.72
SERGEY PAVLOV;Albany;427.44
SERGEY PAVLOV;Atlanta;669.76
SERGEY PAVLOV;Birmingham;2869.36
SERGEY PAVLOV;Burlington;3595.28
SERGEY PAVLOV;Charleston;3033.68
SERGEY PAVLOV;Chicago;1157.52
SERGEY PAVLOV;Columbus;1113.84
SERGEY PAVLOV;Daytona Beach;506.48
SERGEY PAVLOV;Fargo;198.64
SERGEY PAVLOV;Galveston;100.88
SERGEY PAVLOV;Los Angeles;1657.76
SERGEY PAVLOV;Los Angeles;1836.64
SERGEY PAVLOV;Los Angeles;2156.96
SERGEY PAVLOV;Los Angeles;3316.56
SERGEY PAVLOV;Miami;567.84
SERGEY PAVLOV;Millville;620.88
SERGEY PAVLOV;Millville;1075.36
SERGEY PAVLOV;Millville;1529.84
SERGEY PAVLOV;Mojave;4056.00
SERGEY PAVLOV;Nashville;1321.84
SERGEY PAVLOV;Nashville;4136.08
SERGEY PAVLOV;New York;208.00
SERGEY PAVLOV;Newport;2808.00
SERGEY PAVLOV;Palm Springs;1005.68
SERGEY PAVLOV;Palm Springs;2011.36
SERGEY PAVLOV;Richmond;364.00
SERGEY PAVLOV;Rochester;1372.80
SERGEY PAVLOV;San Bernardino;1320.80
SERGEY PAVLOV;Tampa;368.16
SERGEY PAVLOV;Tucson;405.60
SERGEY PAVLOV;Venice;669.76
SERGEY PAVLOV;Venice;796.64
SERGEY PETROV;Albany;640.64
SERGEY PETROV;Albany;3786.64
SERGEY PETROV;Baton Rouge;110.24
SERGEY PETROV;Chicago;385.84
SERGEY PETROV;Columbus;1907.36
SERGEY PETROV;Fargo;99.84
SERGEY PETROV;Fargo;477.36
SERGEY PETROV;Idaho Falls;300.56
SERGEY PETROV;Indianapolis;222.56
SERGEY PETROV;Indianapolis;446.16
SERGEY PETROV;Los Angeles;828.88
SERGEY PETROV;Los Angeles;918.32
SERGEY PETROV;Los Angeles;1286.48
SERGEY PETROV;Los Angeles;1414.40
SERGEY PETROV;Los Angeles;1947.92
SERGEY PETROV;Louisville;811.20
SERGEY PETROV;Miami;2295.28
SERGEY PETROV;Millville;841.36
SERGEY PETROV;Millville;1075.36
SERGEY PETROV;Orlando;1462.24
SERGEY PETROV;Palm Springs;3654.56
SERGEY PETROV;Richmond;255.84
SERGEY PETROV;San Bernardino;439.92
SERGEY PETROV;Tucson;385.84
SERGEY PETROV;Venice;398.32
SERGEY PETROV;Venice;537.68
SERGEY PETROV;Venice;1592.24
SERGEY POPOV;Alamogordo;344.24
SERGEY POPOV;Alamogordo;689.52
SERGEY POPOV;Alamogordo;1032.72
SERGEY POPOV;Albany;3574.48
SERGEY POPOV;Atlanta;669.76
SERGEY POPOV;Atlantic City;374.40
SERGEY POPOV;Charleston;2029.04
SERGEY POPOV;Columbus;2515.76
SERGEY POPOV;Columbus;2546.96
SERGEY POPOV;Daytona Beach;347.36
SERGEY POPOV;Fargo;198.64
SERGEY POPOV;Fargo;801.84
SERGEY POPOV;Fargo;2086.24
SERGEY POPOV;Galveston;405.60
SERGEY POPOV;Galveston;1178.32
SERGEY POPOV;Galveston;1348.88
SERGEY POPOV;Los Angeles;1657.76
SERGEY POPOV;Los Angeles;2486.64
SERGEY POPOV;Louisville;593.84
SERGEY POPOV;Louisville;690.56
SERGEY POPOV;Louisville;2201.68
SERGEY POPOV;Miami;1899.04
SERGEY POPOV;Miami;2297.36
SERGEY POPOV;Millville;2453.36
SERGEY POPOV;New York;208.00
SERGEY POPOV;Newport;1348.88
SERGEY POPOV;Palm Springs;1005.68
SERGEY POPOV;Palm Springs;1827.28
SERGEY POPOV;Palm Springs;2194.40
SERGEY POPOV;Palm Springs;5481.84
SERGEY POPOV;Palm Springs;7310.16
SERGEY POPOV;Richmond;121.68
SERGEY POPOV;Richmond;485.68
SERGEY POPOV;Richmond;729.04
SERGEY POPOV;Richmond;731.12
SERGEY POPOV;Rochester;1372.80
SERGEY POPOV;Roswell;1397.76
SERGEY POPOV;San Bernardino;880.88
SERGEY POPOV;San Bernardino;1321.84
SERGEY POPOV;Tucson;790.40
SERGEY POPOV;Tucumcari;5188.56
SERGEY POPOV;Venice;1088.88
SERGEY POPOV;Washington;222.56
SERGEY RODIONOV;Atlanta;326.56
SERGEY RODIONOV;Charleston;1032.72
SERGEY RODIONOV;Cincinnati;228.80
SERGEY RODIONOV;Columbus;1761.76
SERGEY RODIONOV;Columbus;1914.64
SERGEY RODIONOV;Fargo;99.84
SERGEY RODIONOV;Grand Junction;232.96
SERGEY RODIONOV;Los Angeles;1657.76
SERGEY RODIONOV;Newport;2276.56
SERGEY RODIONOV;Palm Springs;7310.16
SERGEY RODIONOV;Richmond;443.04
SERGEY RODIONOV;Tucson;1361.36
SERGEY ROMANOV;Alamogordo;344.24
SERGEY ROMANOV;Alamogordo;689.52
SERGEY ROMANOV;Albany;1262.56
SERGEY ROMANOV;Albany;5081.44
SERGEY ROMANOV;Atlantic City;249.60
SERGEY ROMANOV;Chicago;385.84
SERGEY ROMANOV;Columbus;1999.92
SERGEY ROMANOV;Fargo;1376.96
SERGEY ROMANOV;Galveston;747.76
SERGEY ROMANOV;Idaho Falls;600.08
SERGEY ROMANOV;Las Vegas;778.96
SERGEY ROMANOV;Little Rock;825.76
SERGEY ROMANOV;Los Angeles;828.88
SERGEY ROMANOV;Los Angeles;1702.48
SERGEY ROMANOV;Los Angeles;4561.44
SERGEY ROMANOV;Miami;995.28
SERGEY ROMANOV;Millville;537.68
SERGEY ROMANOV;Newport;1137.76
SERGEY ROMANOV;Orlando;697.84
SERGEY ROMANOV;Orlando;1396.72
SERGEY ROMANOV;Palm Springs;2011.36
SERGEY ROMANOV;Palm Springs;2020.72
SERGEY ROMANOV;Richmond;243.36
SERGEY ROMANOV;Roswell;3051.36
SERGEY ROMANOV;Stratford;1717.04
SERGEY ROMANOV;Tucson;586.56
SERGEY ROMANOV;Tucson;973.44
SERGEY ROMANOV;Venice;411.84
SERGEY ROMANOV;Venice;1068.08
SERGEY SAVELEV;Albany;214.24
SERGEY SAVELEV;Alice;1051.44
SERGEY SAVELEV;Atlanta;326.56
SERGEY SAVELEV;Fargo;396.24
SERGEY SAVELEV;Galveston;1407.12
SERGEY SAVELEV;Millville;537.68
SERGEY SAVELEV;Millville;552.24
SERGEY SAVELEV;Newport;1407.12
SERGEY SAVELEV;Palm Springs;9137.44
SERGEY SAVELEV;Richmond;243.36
SERGEY SAVELEV;Tucson;385.84
SERGEY SAVELEV;Tucson;573.04
SERGEY SAVELEV;Tucumcari;864.24
SERGEY SAVELEV;Venice;398.32
SERGEY SCHERBAKOV;Alamogordo;689.52
SERGEY SCHERBAKOV;Alamogordo;1032.72
SERGEY SCHERBAKOV;Albany;2524.08
SERGEY SCHERBAKOV;Alice;1379.04
SERGEY SCHERBAKOV;Atlantic City;124.80
SERGEY SCHERBAKOV;Birmingham;1830.40
SERGEY SCHERBAKOV;Chicago;385.84
SERGEY SCHERBAKOV;Chicago;772.72
SERGEY SCHERBAKOV;Chicago;791.44
SERGEY SCHERBAKOV;Daytona Beach;347.36
SERGEY SCHERBAKOV;Daytona Beach;638.56
SERGEY SCHERBAKOV;Galveston;4226.56
SERGEY SCHERBAKOV;Grand Junction;466.96
SERGEY SCHERBAKOV;Idaho Falls;300.56
SERGEY SCHERBAKOV;Los Angeles;828.88
SERGEY SCHERBAKOV;Los Angeles;1286.48
SERGEY SCHERBAKOV;Los Angeles;1657.76
SERGEY SCHERBAKOV;Louisville;1683.76
SERGEY SCHERBAKOV;Mojave;3958.24
SERGEY SCHERBAKOV;Newport;1137.76
SERGEY SCHERBAKOV;Newport;4226.56
SERGEY SCHERBAKOV;Palm Springs;1827.28
SERGEY SCHERBAKOV;Richmond;243.36
SERGEY SCHERBAKOV;Richmond;729.04
SERGEY SCHERBAKOV;Stratford;859.04
SERGEY SCHERBAKOV;Tucson;586.56
SERGEY SCHERBAKOV;Tucumcari;1729.52
SERGEY SCHERBAKOV;Venice;136.24
SERGEY SEMENOV;Alice;654.16
SERGEY SEMENOV;Alice;689.52
SERGEY SEMENOV;Birmingham;2187.12
SERGEY SEMENOV;Birmingham;8031.92
SERGEY SEMENOV;Burlington;888.16
SERGEY SEMENOV;Charleston;564.72
SERGEY SEMENOV;Chicago;193.44
SERGEY SEMENOV;Chicago;770.64
SERGEY SEMENOV;Chicago;772.72
SERGEY SEMENOV;Daytona Beach;693.68
SERGEY SEMENOV;Daytona Beach;957.84
SERGEY SEMENOV;Fargo;531.44
SERGEY SEMENOV;Las Vegas;778.96
SERGEY SEMENOV;Little Rock;412.88
SERGEY SEMENOV;Los Angeles;1657.76
SERGEY SEMENOV;Los Angeles;1947.92
SERGEY SEMENOV;Millville;1515.28
SERGEY SEMENOV;Mojave;3958.24
SERGEY SEMENOV;Newport;3947.84
SERGEY SEMENOV;Palm Springs;2011.36
SERGEY SEMENOV;Palm Springs;6309.68
SERGEY SEMENOV;Richmond;243.36
SERGEY SEMENOV;Richmond;731.12
SERGEY SEMENOV;Rochester;686.40
SERGEY SEMENOV;Santa Monica;4128.80
SERGEY SEMENOV;Stratford;1717.04
SERGEY SEMENOV;Tucson;385.84
SERGEY SEMENOV;Venice;796.64
SERGEY SEMENOV;Washington;446.16
SERGEY SERGEEV;Alamogordo;1032.72
SERGEY SERGEEV;Alamogordo;2228.72
SERGEY SERGEEV;Albany;2322.32
SERGEY SERGEEV;Burlington;888.16
SERGEY SERGEEV;Charleston;564.72
SERGEY SERGEEV;Fargo;198.64
SERGEY SERGEEV;Galveston;203.84
SERGEY SERGEEV;Grand Junction;932.88
SERGEY SERGEEV;Las Vegas;388.96
SERGEY SERGEEV;Little Rock;825.76
SERGEY SERGEEV;Los Angeles;828.88
SERGEY SERGEEV;Los Angeles;1657.76
SERGEY SERGEEV;Los Angeles;2776.80
SERGEY SERGEEV;Los Angeles;3494.40
SERGEY SERGEEV;Louisville;2277.60
SERGEY SERGEEV;Miami;1093.04
SERGEY SERGEEV;Millville;1085.76
SERGEY SERGEEV;Palm Springs;5481.84
SERGEY SERGEEV;Palm Springs;9699.04
SERGEY SERGEEV;Richmond;487.76
SERGEY SERGEEV;Santa Monica;4027.92
SERGEY SERGEEV;Stratford;1717.04
SERGEY SERGEEV;Venice;524.16
SERGEY SERGEEV;Venice;796.64
SERGEY SHEVCHENKO;Alice;1740.96
SERGEY SHEVCHENKO;Daytona Beach;882.96
SERGEY SHEVCHENKO;Hillsboro;890.24
SERGEY SHEVCHENKO;Los Angeles;918.32
SERGEY SHEVCHENKO;Los Angeles;2776.80
SERGEY SHEVCHENKO;Los Angeles;2796.56
SERGEY SHEVCHENKO;Mojave;3958.24
SERGEY SHEVCHENKO;New York;624.00
SERGEY SHEVCHENKO;Orlando;697.84
SERGEY SHEVCHENKO;Orlando;848.64
SERGEY SHEVCHENKO;Palm Springs;914.16
SERGEY SHEVCHENKO;Palm Springs;1827.28
SERGEY SHEVCHENKO;Richmond;487.76
SERGEY SHEVCHENKO;San Bernardino;901.68
SERGEY SHEVCHENKO;San Bernardino;1760.72
SERGEY SHEVCHENKO;San Diego;249.60
SERGEY SHEVCHENKO;Venice;796.64
SERGEY SIDOROV;Alamogordo;344.24
SERGEY SIDOROV;Alamogordo;687.44
SERGEY SIDOROV;Albany;427.44
SERGEY SIDOROV;Birmingham;1986.40
SERGEY SIDOROV;Birmingham;3112.72
SERGEY SIDOROV;Daytona Beach;534.56
SERGEY SIDOROV;Fargo;1046.24
SERGEY SIDOROV;Fargo;1243.84
SERGEY SIDOROV;Idaho Falls;600.08
SERGEY SIDOROV;Idaho Falls;614.64
SERGEY SIDOROV;Los Angeles;1292.72
SERGEY SIDOROV;Millville;537.68
SERGEY SIDOROV;Millville;606.32
SERGEY SIDOROV;Richmond;1216.80
SERGEY SIDOROV;Santa Monica;6042.40
SERGEY SIDOROV;Venice;398.32
SERGEY SMIRNOV;Alamogordo;1032.72
SERGEY SMIRNOV;Albany;3574.48
SERGEY SMIRNOV;Alice;343.20
SERGEY SMIRNOV;Atlanta;326.56
SERGEY SMIRNOV;Birmingham;1999.92
SERGEY SMIRNOV;Birmingham;3692.00
SERGEY SMIRNOV;Chicago;791.44
SERGEY SMIRNOV;Columbus;371.28
SERGEY SMIRNOV;Columbus;2023.84
SERGEY SMIRNOV;Fargo;720.72
SERGEY SMIRNOV;Los Angeles;828.88
SERGEY SMIRNOV;Los Angeles;918.32
SERGEY SMIRNOV;Los Angeles;1947.92
SERGEY SMIRNOV;Louisville;1285.44
SERGEY SMIRNOV;Millville;2700.88
SERGEY SMIRNOV;New York;426.40
SERGEY SMIRNOV;Orlando;2127.84
SERGEY SMIRNOV;Palm Springs;4023.76
SERGEY SMIRNOV;Richmond;729.04
SERGEY SMIRNOV;Ruidoso;157.04
SERGEY SMIRNOV;San Bernardino;2378.48
SERGEY SMIRNOV;Tucson;781.04
SERGEY SMIRNOV;Tucumcari;864.24
SERGEY SMIRNOV;Venice;1194.96
SERGEY SOKOLOV;Alamogordo;344.24
SERGEY SOKOLOV;Albany;1262.56
SERGEY SOKOLOV;Atlanta;980.72
SERGEY SOKOLOV;Charleston;1025.44
SERGEY SOKOLOV;Chicago;772.72
SERGEY SOKOLOV;Fargo;1054.56
SERGEY SOKOLOV;Idaho Falls;300.56
SERGEY SOKOLOV;Los Angeles;2237.04
SERGEY SOKOLOV;Louisville;599.04
SERGEY SOKOLOV;Louisville;2402.40
SERGEY SOKOLOV;Palm Springs;3654.56
SERGEY SOKOLOV;Richmond;729.04
SERGEY SOKOLOV;Rochester;686.40
SERGEY SOKOLOV;Roswell;1001.52
SERGEY SOKOLOV;San Bernardino;439.92
SERGEY SOKOLOV;Tucson;772.72
SERGEY SOLOVEV;Alamogordo;344.24
SERGEY SOLOVEV;Alamogordo;1033.76
SERGEY SOLOVEV;Alamogordo;2117.44
SERGEY SOLOVEV;Albany;214.24
SERGEY SOLOVEV;Albany;1272.96
SERGEY SOLOVEV;Burlington;888.16
SERGEY SOLOVEV;Fargo;99.84
SERGEY SOLOVEV;Fargo;720.72
SERGEY SOLOVEV;Newport;2808.00
SERGEY SOLOVEV;Newport;5692.96
SERGEY SOLOVEV;San Bernardino;879.84
SERGEY SOLOVEV;San Bernardino;1342.64
SERGEY SOLOVEV;San Diego;243.36
SERGEY SOLOVEV;Santa Monica;4028.96
SERGEY SOLOVEV;Stratford;859.04
SERGEY SOLOVEV;Stratford;1719.12
SERGEY SOLOVEV;Tucson;385.84
SERGEY SOROKIN;Alamogordo;344.24
SERGEY SOROKIN;Alamogordo;706.16
SERGEY SOROKIN;Albany;1272.96
SERGEY SOROKIN;Atlantic City;124.80
SERGEY SOROKIN;Atlantic City;249.60
SERGEY SOROKIN;Chicago;770.64
SERGEY SOROKIN;Cincinnati;457.60
SERGEY SOROKIN;Columbus;791.44
SERGEY SOROKIN;Fargo;1054.56
SERGEY SOROKIN;Hillsboro;867.36
SERGEY SOROKIN;Idaho Falls;900.64
SERGEY SOROKIN;Las Vegas;778.96
SERGEY SOROKIN;Little Rock;825.76
SERGEY SOROKIN;Louisville;1212.64
SERGEY SOROKIN;Louisville;2672.80
SERGEY SOROKIN;Millville;1323.92
SERGEY SOROKIN;Millville;2219.36
SERGEY SOROKIN;Palm Springs;3654.56
SERGEY SOROKIN;Richmond;487.76
SERGEY SOROKIN;San Bernardino;901.68
SERGEY SOROKIN;Santa Monica;10068.24
SERGEY SOROKIN;Venice;1194.96
SERGEY STEPANOV;Alamogordo;271.44
SERGEY STEPANOV;Alamogordo;1032.72
SERGEY STEPANOV;Albany;640.64
SERGEY STEPANOV;Albany;1272.96
SERGEY STEPANOV;Birmingham;1093.04
SERGEY STEPANOV;Burlington;1777.36
SERGEY STEPANOV;Chicago;1157.52
SERGEY STEPANOV;Chicago;1259.44
SERGEY STEPANOV;Columbus;1271.92
SERGEY STEPANOV;Fargo;198.64
SERGEY STEPANOV;Idaho Falls;300.56
SERGEY STEPANOV;Jacksonville;460.72
SERGEY STEPANOV;Las Vegas;778.96
SERGEY STEPANOV;Los Angeles;414.96
SERGEY STEPANOV;Los Angeles;1657.76
SERGEY STEPANOV;Los Angeles;1747.20
SERGEY STEPANOV;Memphis;1049.36
SERGEY STEPANOV;Millville;978.64
SERGEY STEPANOV;Palm Springs;7678.32
SERGEY STEPANOV;Richmond;487.76
SERGEY STEPANOV;Richmond;1259.44
SERGEY STEPANOV;Rochester;686.40
SERGEY STEPANOV;Tucson;772.72
SERGEY STEPANOV;Venice;1088.88
SERGEY TARASOV;Alamogordo;687.44
SERGEY TARASOV;Albany;852.80
SERGEY TARASOV;Albany;3360.24
SERGEY TARASOV;Charleston;1004.64
SERGEY TARASOV;Columbus;2515.76
SERGEY TARASOV;Daytona Beach;862.16
SERGEY TARASOV;Galveston;304.72
SERGEY TARASOV;Houston;359.84
SERGEY TARASOV;Idaho Falls;300.56
SERGEY TARASOV;Little Rock;1238.64
SERGEY TARASOV;Los Angeles;828.88
SERGEY TARASOV;Los Angeles;1882.40
SERGEY TARASOV;Orlando;848.64
SERGEY TARASOV;Orlando;1394.64
SERGEY TARASOV;Palm Springs;8045.44
SERGEY TARASOV;Ruidoso;315.12
SERGEY TARASOV;San Bernardino;879.84
SERGEY TARASOV;Tucson;1368.64
SERGEY TARASOV;Venice;398.32
SERGEY TIKHONOV;Birmingham;2838.16
SERGEY TIKHONOV;Charleston;2008.24
SERGEY TIKHONOV;Chicago;385.84
SERGEY TIKHONOV;Columbus;791.44
SERGEY TIKHONOV;Columbus;1964.56
SERGEY TIKHONOV;Fargo;297.44
SERGEY TIKHONOV;Los Angeles;1072.24
SERGEY TIKHONOV;Los Angeles;1947.92
SERGEY TIKHONOV;Los Angeles;2415.92
SERGEY TIKHONOV;New York;208.00
SERGEY TIKHONOV;Newport;7689.76
SERGEY TIKHONOV;Palm Springs;2011.36
SERGEY TIKHONOV;Palm Springs;4032.08
SERGEY TIKHONOV;Palm Springs;7862.40
SERGEY TIKHONOV;Richmond;243.36
SERGEY TIKHONOV;Richmond;1072.24
SERGEY TIKHONOV;Rochester;1372.80
SERGEY TIKHONOV;Venice;1844.96
SERGEY TIMOFEEV;Atlanta;1307.28
SERGEY TIMOFEEV;Birmingham;2869.36
SERGEY TIMOFEEV;Chicago;385.84
SERGEY TIMOFEEV;Daytona Beach;319.28
SERGEY TIMOFEEV;Fargo;523.12
SERGEY TIMOFEEV;Hillsboro;867.36
SERGEY TIMOFEEV;Los Angeles;828.88
SERGEY TIMOFEEV;Los Angeles;918.32
SERGEY TIMOFEEV;Los Angeles;3066.96
SERGEY TIMOFEEV;Miami;1532.96
SERGEY TIMOFEEV;Orlando;1462.24
SERGEY TIMOFEEV;Palm Springs;3838.64
SERGEY TIMOFEEV;Richmond;243.36
SERGEY TIMOFEEV;Roswell;3002.48
SERGEY TIMOFEEV;Stratford;859.04
SERGEY VASILEV;Alamogordo;689.52
SERGEY VASILEV;Alamogordo;1032.72
SERGEY VASILEV;Charleston;1032.72
SERGEY VASILEV;Charleston;3033.68
SERGEY VASILEV;Chicago;193.44
SERGEY VASILEV;Cincinnati;228.80
SERGEY VASILEV;Columbus;1508.00
SERGEY VASILEV;Galveston;304.72
SERGEY VASILEV;Los Angeles;828.88
SERGEY VASILEV;Los Angeles;1408.16
SERGEY VASILEV;Los Angeles;2411.76
SERGEY VASILEV;Louisville;593.84
SERGEY VASILEV;Newport;5505.76
SERGEY VASILEV;Palm Springs;1188.72
SERGEY VASILEV;Palm Springs;2103.92
SERGEY VASILEV;Palm Springs;5481.84
SERGEY VASILEV;Palm Springs;7310.16
SERGEY VASILEV;Richmond;485.68
SERGEY VASILEV;Rochester;1407.12
SERGEY VASILEV;Roswell;1001.52
SERGEY VASILEV;Stratford;1719.12
SERGEY VASILEV;Teterboro;683.28
SERGEY VASILEV;Tucson;781.04
SERGEY VASILEV;Tucumcari;864.24
SERGEY VLASOV;Albany;853.84
SERGEY VLASOV;Daytona Beach;853.84
SERGEY VLASOV;Fargo;1691.04
SERGEY VLASOV;Galveston;209.04
SERGEY VLASOV;Louisville;593.84
SERGEY VLASOV;Louisville;1285.44
SERGEY VLASOV;Miami;3875.04
SERGEY VLASOV;Millville;606.32
SERGEY VLASOV;Millville;2827.76
SERGEY VLASOV;Nashville;2757.04
SERGEY VLASOV;Tucson;801.84
SERGEY VOLKOV;Alamogordo;172.64
SERGEY VOLKOV;Alamogordo;543.92
SERGEY VOLKOV;Alamogordo;687.44
SERGEY VOLKOV;Alamogordo;689.52
SERGEY VOLKOV;Alamogordo;1033.76
SERGEY VOLKOV;Albany;214.24
SERGEY VOLKOV;Albany;651.04
SERGEY VOLKOV;Atlanta;654.16
SERGEY VOLKOV;Atlanta;1307.28
SERGEY VOLKOV;Chicago;772.72
SERGEY VOLKOV;Daytona Beach;347.36
SERGEY VOLKOV;Fargo;99.84
SERGEY VOLKOV;Indianapolis;222.56
SERGEY VOLKOV;Los Angeles;828.88
SERGEY VOLKOV;Los Angeles;1657.76
SERGEY VOLKOV;Los Angeles;2486.64
SERGEY VOLKOV;Nashville;1411.28
SERGEY VOLKOV;Newport;4361.76
SERGEY VOLKOV;Palm Springs;1827.28
SERGEY VOLKOV;Palm Springs;2011.36
SERGEY VOLKOV;Richmond;729.04
SERGEY VOLKOV;Richmond;872.56
SERGEY VOLKOV;Richmond;2169.44
SERGEY VOLKOV;San Bernardino;219.44
SERGEY VOLKOV;Tucson;385.84
SERGEY VOLKOV;Venice;803.92
SERGEY VOLKOV;Washington;446.16
SERGEY VOROBEV;Alamogordo;344.24
SERGEY VOROBEV;Albany;214.24
SERGEY VOROBEV;Albany;3574.48
SERGEY VOROBEV;Birmingham;852.80
SERGEY VOROBEV;Charleston;1004.64
SERGEY VOROBEV;Charleston;2008.24
SERGEY VOROBEV;Chicago;772.72
SERGEY VOROBEV;Fargo;1084.72
SERGEY VOROBEV;Little Rock;412.88
SERGEY VOROBEV;Los Angeles;828.88
SERGEY VOROBEV;Miami;1571.44
SERGEY VOROBEV;Palm Springs;2011.36
SERGEY VOROBEV;Palm Springs;3838.64
SERGEY VOROBEV;Palm Springs;5574.40
SERGEY VOROBEV;Palm Springs;7869.68
SERGEY YAKOVLEV;Alamogordo;344.24
SERGEY YAKOVLEV;Alamogordo;588.64
SERGEY YAKOVLEV;Atlanta;980.72
SERGEY YAKOVLEV;Charleston;2029.04
SERGEY YAKOVLEV;Columbus;1480.96
SERGEY YAKOVLEV;Fargo;198.64
SERGEY YAKOVLEV;Fargo;720.72
SERGEY YAKOVLEV;Los Angeles;1947.92
SERGEY YAKOVLEV;Los Angeles;2759.12
SERGEY YAKOVLEV;Louisville;787.28
SERGEY YAKOVLEV;Mojave;4056.00
SERGEY YAKOVLEV;Newport;1509.04
SERGEY YAKOVLEV;Palm Springs;1827.28
SERGEY YAKOVLEV;Richmond;364.00
SERGEY YAKOVLEV;Richmond;487.76
SERGEY YAKOVLEV;Richmond;588.64
SERGEY YAKOVLEV;San Bernardino;439.92
SERGEY YAKOVLEV;San Diego;243.36
SERGEY YAKOVLEV;Santa Monica;6042.40
SERGEY YAKOVLEV;Venice;405.60
SERGEY ZAKHAROV;Albany;1675.44
SERGEY ZAKHAROV;Albany;2311.92
SERGEY ZAKHAROV;Albany;3999.84
SERGEY ZAKHAROV;Charleston;2029.04
SERGEY ZAKHAROV;Chicago;772.72
SERGEY ZAKHAROV;Columbus;4504.24
SERGEY ZAKHAROV;Daytona Beach;704.08
SERGEY ZAKHAROV;Houston;718.64
SERGEY ZAKHAROV;Indianapolis;222.56
SERGEY ZAKHAROV;Little Rock;1258.40
SERGEY ZAKHAROV;Los Angeles;828.88
SERGEY ZAKHAROV;Los Angeles;1657.76
SERGEY ZAKHAROV;Los Angeles;1836.64
SERGEY ZAKHAROV;Louisville;1883.44
SERGEY ZAKHAROV;Miami;1093.04
SERGEY ZAKHAROV;Richmond;255.84
SERGEY ZAKHAROV;Richmond;499.20
SERGEY ZAKHAROV;San Bernardino;1320.80
SERGEY ZAKHAROV;Tucson;385.84
SERGEY ZAKHAROV;Tucson;959.92
SERGEY ZAKHAROV;Tucson;1368.64
SERGEY ZAYCEV;Alamogordo;344.24
SERGEY ZAYCEV;Alamogordo;689.52
SERGEY ZAYCEV;Albany;3786.64
SERGEY ZAYCEV;Alice;326.56
SERGEY ZAYCEV;Alice;706.16
SERGEY ZAYCEV;Charleston;1004.64
SERGEY ZAYCEV;Daytona Beach;347.36
SERGEY ZAYCEV;Fargo;595.92
SERGEY ZAYCEV;Galveston;304.72
SERGEY ZAYCEV;Little Rock;825.76
SERGEY ZAYCEV;Los Angeles;1657.76
SERGEY ZAYCEV;Los Angeles;3048.24
SERGEY ZAYCEV;Los Angeles;7429.76
SERGEY ZAYCEV;Louisville;617.76
SERGEY ZAYCEV;Miami;567.84
SERGEY ZAYCEV;Millville;537.68
SERGEY ZAYCEV;Mojave;3958.24
SERGEY ZAYCEV;Palm Springs;7310.16
SERGEY ZAYCEV;Venice;1068.08
SERGEY ZHUKOV;Albany;214.24
